Date,City,Region,PM2.5,PM10,NO2,CO,SO2,AQI,AQI_Bucket,Year,Month
2019-07-05,Agra,North,49,96,34,2.59,15,127,Moderate,2019,7
2019-07-05,Agra,North,56,89,32,2.37,15,114,Moderate,2019,7
2019-07-06,Agra,North,61,110,32,2.26,10,116,Moderate,2019,7
2019-07-06,Agra,North,64,119,31,2.1,16,140,Moderate,2019,7
2019-07-07,Agra,North,53,112,25,2.26,15,129,Moderate,2019,7
2019-07-08,Agra,North,60,101,24,2.47,4,118,Moderate,2019,7
2019-07-08,Agra,North,53,117,34,2.56,18,134,Moderate,2019,7
2019-07-09,Agra,North,68,97,28,1.84,11,120,Moderate,2019,7
2019-07-10,Agra,North,40,91,26,1.87,13,99,Satisfactory,2019,7
2019-07-10,Agra,North,63,103,34,3.25,16,133,Moderate,2019,7
2019-07-12,Agra,North,73,123,32,2.15,18,155,Moderate,2019,7
2019-07-13,Agra,North,56,113,27,1.78,15,126,Moderate,2019,7
2019-07-14,Agra,North,37,98,25,1.61,18,110,Moderate,2019,7
2019-07-14,Agra,North,43,85,22,2.2,12,122,Moderate,2019,7
2019-07-15,Agra,North,67,116,37,2.26,16,135,Moderate,2019,7
2019-07-16,Agra,North,75,110,39,2.55,19,138,Moderate,2019,7
2019-07-17,Agra,North,62,123,36,2.55,14,138,Moderate,2019,7
2019-07-17,Agra,North,61,100,30,1.62,8,113,Moderate,2019,7
2019-07-18,Agra,North,39,93,39,1.51,18,115,Moderate,2019,7
2019-07-18,Agra,North,61,138,37,2.93,17,138,Moderate,2019,7
2019-07-19,Agra,North,62,115,25,1.88,16,108,Moderate,2019,7
2019-07-20,Agra,North,57,108,34,2.37,6,118,Moderate,2019,7
2019-07-21,Agra,North,46,131,25,2.67,20,136,Moderate,2019,7
2019-07-22,Agra,North,61,126,35,2.36,12,127,Moderate,2019,7
2019-07-24,Agra,North,53,85,27,2.09,11,111,Moderate,2019,7
2019-07-25,Agra,North,55,107,30,2.1,19,126,Moderate,2019,7
2019-07-25,Agra,North,68,114,37,2.66,18,140,Moderate,2019,7
2019-07-25,Agra,North,62,110,31,2.3,11,136,Moderate,2019,7
2019-07-26,Agra,North,66,117,30,1.83,16,133,Moderate,2019,7
2019-08-01,Agra,North,63,99,22,2.25,15,114,Moderate,2019,8
2019-08-01,Agra,North,66,103,27,2.31,20,132,Moderate,2019,8
2019-08-01,Agra,North,46,111,25,2.14,15,120,Moderate,2019,8
2019-08-02,Agra,North,59,144,29,2.15,18,132,Moderate,2019,8
2019-08-04,Agra,North,60,115,30,2.66,12,138,Moderate,2019,8
2019-08-05,Agra,North,47,102,26,1.71,13,111,Moderate,2019,8
2019-08-05,Agra,North,55,120,37,2.08,7,134,Moderate,2019,8
2019-08-06,Agra,North,67,125,34,2.94,14,152,Moderate,2019,8
2019-08-07,Agra,North,41,109,29,2.18,17,113,Moderate,2019,8
2019-08-08,Agra,North,71,115,32,2.81,12,149,Moderate,2019,8
2019-08-11,Agra,North,55,107,29,2.22,12,139,Moderate,2019,8
2019-08-11,Agra,North,63,102,35,2.12,18,123,Moderate,2019,8
2019-08-12,Agra,North,56,107,24,2.18,11,118,Moderate,2019,8
2019-08-15,Agra,North,60,128,42,2.47,18,134,Moderate,2019,8
2019-08-15,Agra,North,46,110,22,2.29,15,118,Moderate,2019,8
2019-08-18,Agra,North,62,107,40,2.33,16,136,Moderate,2019,8
2019-08-18,Agra,North,48,115,35,2.32,14,146,Moderate,2019,8
2019-08-18,Agra,North,45,103,18,1.54,13,107,Moderate,2019,8
2019-08-19,Agra,North,50,81,27,1.82,13,116,Moderate,2019,8
2019-08-22,Agra,North,60,114,26,2.33,14,128,Moderate,2019,8
2019-08-22,Agra,North,58,138,27,2.75,22,152,Moderate,2019,8
2019-08-23,Agra,North,75,149,38,2.59,19,158,Moderate,2019,8
2019-08-24,Agra,North,33,97,21,1.85,16,106,Moderate,2019,8
2019-08-24,Agra,North,48,113,38,2.15,8,139,Moderate,2019,8
2019-08-25,Agra,North,62,107,36,2.89,19,136,Moderate,2019,8
2019-08-26,Agra,North,74,145,42,2.86,23,165,Moderate,2019,8
2019-08-26,Agra,North,58,107,30,2.07,8,111,Moderate,2019,8
2019-09-01,Agra,North,44,135,32,2.46,13,143,Moderate,2019,9
2019-09-01,Agra,North,73,126,42,3.15,24,159,Moderate,2019,9
2019-09-01,Agra,North,69,119,29,3.21,13,154,Moderate,2019,9
2019-09-02,Agra,North,64,122,34,3.03,13,147,Moderate,2019,9
2019-09-02,Agra,North,80,137,42,2.24,23,170,Moderate,2019,9
2019-09-02,Agra,North,76,148,43,3.35,19,176,Moderate,2019,9
2019-09-04,Agra,North,71,149,39,2.91,17,166,Moderate,2019,9
2019-09-04,Agra,North,78,148,34,2.6,14,162,Moderate,2019,9
2019-09-06,Agra,North,92,144,37,3.64,17,186,Moderate,2019,9
2019-09-06,Agra,North,72,153,47,3.22,14,170,Moderate,2019,9
2019-09-06,Agra,North,74,153,44,3.25,22,165,Moderate,2019,9
2019-09-07,Agra,North,79,185,37,3.03,22,190,Moderate,2019,9
2019-09-09,Agra,North,74,121,34,3.26,15,160,Moderate,2019,9
2019-09-09,Agra,North,67,140,30,2.91,17,159,Moderate,2019,9
2019-09-09,Agra,North,66,135,44,2.45,23,168,Moderate,2019,9
2019-09-11,Agra,North,85,164,30,3.11,18,175,Moderate,2019,9
2019-09-11,Agra,North,83,141,44,2.85,14,160,Moderate,2019,9
2019-09-12,Agra,North,70,157,44,3.06,21,169,Moderate,2019,9
2019-09-13,Agra,North,71,108,34,2.6,14,146,Moderate,2019,9
2019-09-14,Agra,North,75,139,26,3.15,26,161,Moderate,2019,9
2019-09-16,Agra,North,88,168,43,2.97,24,179,Moderate,2019,9
2019-09-17,Agra,North,51,113,27,2.32,23,131,Moderate,2019,9
2019-09-17,Agra,North,70,146,36,2.85,17,153,Moderate,2019,9
2019-09-17,Agra,North,66,131,22,2.35,16,144,Moderate,2019,9
2019-09-17,Agra,North,67,148,34,2.96,21,153,Moderate,2019,9
2019-09-18,Agra,North,71,111,30,2.94,23,159,Moderate,2019,9
2019-09-19,Agra,North,66,161,41,3.48,16,168,Moderate,2019,9
2019-09-19,Agra,North,71,158,45,2.76,22,157,Moderate,2019,9
2019-09-21,Agra,North,63,134,34,2.62,23,150,Moderate,2019,9
2019-09-22,Agra,North,91,141,33,2.65,13,147,Moderate,2019,9
2019-09-23,Agra,North,85,168,50,3.01,20,184,Moderate,2019,9
2019-09-24,Agra,North,62,132,43,2.64,18,156,Moderate,2019,9
2019-09-25,Agra,North,80,141,43,2.92,28,162,Moderate,2019,9
2019-09-25,Agra,North,80,155,41,2.72,18,159,Moderate,2019,9
2019-10-01,Agra,North,107,181,53,3.51,28,220,Poor,2019,10
2019-10-01,Agra,North,102,218,52,4.98,22,249,Poor,2019,10
2019-10-02,Agra,North,82,175,48,3.19,24,187,Moderate,2019,10
2019-10-02,Agra,North,92,196,41,3.41,20,202,Poor,2019,10
2019-10-02,Agra,North,98,171,48,4.27,20,193,Moderate,2019,10
2019-10-03,Agra,North,86,148,49,3.28,33,197,Moderate,2019,10
2019-10-04,Agra,North,100,168,44,3.73,24,214,Poor,2019,10
2019-10-06,Agra,North,104,197,46,4.12,18,210,Poor,2019,10
2019-10-06,Agra,North,107,199,54,4.58,25,218,Poor,2019,10
2019-10-07,Agra,North,81,168,39,3.11,25,184,Moderate,2019,10
2019-10-07,Agra,North,75,156,48,3.51,26,188,Moderate,2019,10
2019-10-07,Agra,North,91,160,40,3.39,24,191,Moderate,2019,10
2019-10-08,Agra,North,75,163,43,3.26,15,184,Moderate,2019,10
2019-10-08,Agra,North,83,177,49,3.28,26,201,Poor,2019,10
2019-10-08,Agra,North,97,175,44,3.38,26,206,Poor,2019,10
2019-10-09,Agra,North,78,189,54,3.82,23,197,Moderate,2019,10
2019-10-09,Agra,North,112,210,57,4.14,30,235,Poor,2019,10
2019-10-10,Agra,North,94,193,44,3.81,18,203,Poor,2019,10
2019-10-10,Agra,North,91,161,48,3.24,21,190,Moderate,2019,10
2019-10-10,Agra,North,97,185,51,3.72,28,205,Poor,2019,10
2019-10-14,Agra,North,86,139,50,3.67,17,183,Moderate,2019,10
2019-10-15,Agra,North,110,188,58,4.28,33,229,Poor,2019,10
2019-10-15,Agra,North,98,187,50,3.49,30,208,Poor,2019,10
2019-10-15,Agra,North,78,181,45,3.65,24,200,Moderate,2019,10
2019-10-16,Agra,North,84,165,40,3.27,24,193,Moderate,2019,10
2019-10-19,Agra,North,104,186,54,3.83,20,217,Poor,2019,10
2019-10-19,Agra,North,93,163,48,3.38,25,196,Moderate,2019,10
2019-10-20,Agra,North,97,171,50,3.3,27,207,Poor,2019,10
2019-10-22,Agra,North,98,182,53,4.5,28,215,Poor,2019,10
2019-10-23,Agra,North,85,176,54,3.85,21,209,Poor,2019,10
2019-10-23,Agra,North,92,140,51,3.43,27,195,Moderate,2019,10
2019-10-26,Agra,North,91,187,45,4.18,32,210,Poor,2019,10
2019-10-26,Agra,North,93,177,48,3.19,23,194,Moderate,2019,10
2019-10-27,Agra,North,88,158,36,3.3,19,186,Moderate,2019,10
2019-11-01,Agra,North,109,198,66,3.84,26,240,Poor,2019,11
2019-11-02,Agra,North,129,216,55,4.38,38,255,Poor,2019,11
2019-11-03,Agra,North,92,202,43,4.19,34,217,Poor,2019,11
2019-11-04,Agra,North,110,206,54,4.22,26,235,Poor,2019,11
2019-11-04,Agra,North,107,204,62,4.48,23,238,Poor,2019,11
2019-11-05,Agra,North,108,222,57,4.76,24,249,Poor,2019,11
2019-11-08,Agra,North,103,215,66,4.36,27,252,Poor,2019,11
2019-11-08,Agra,North,123,218,57,4.38,29,256,Poor,2019,11
2019-11-08,Agra,North,128,203,55,4.31,29,251,Poor,2019,11
2019-11-09,Agra,North,104,192,60,4.05,33,238,Poor,2019,11
2019-11-10,Agra,North,77,172,48,3.99,22,194,Moderate,2019,11
2019-11-10,Agra,North,111,199,52,4.04,26,228,Poor,2019,11
2019-11-11,Agra,North,111,216,46,4.08,26,244,Poor,2019,11
2019-11-11,Agra,North,108,212,46,5.07,32,241,Poor,2019,11
2019-11-11,Agra,North,109,214,58,4.11,28,233,Poor,2019,11
2019-11-11,Agra,North,105,211,56,4.02,25,238,Poor,2019,11
2019-11-14,Agra,North,120,205,54,4.19,42,238,Poor,2019,11
2019-11-15,Agra,North,117,191,49,4.78,27,231,Poor,2019,11
2019-11-17,Agra,North,117,192,52,4.72,26,237,Poor,2019,11
2019-11-21,Agra,North,103,209,54,4.04,28,233,Poor,2019,11
2019-11-22,Agra,North,90,166,51,3.93,20,205,Poor,2019,11
2019-11-22,Agra,North,102,184,51,3.86,21,220,Poor,2019,11
2019-11-23,Agra,North,109,234,55,4.14,23,253,Poor,2019,11
2019-11-24,Agra,North,118,249,57,4.57,29,256,Poor,2019,11
2019-11-24,Agra,North,103,219,60,4.09,29,238,Poor,2019,11
2019-11-26,Agra,North,94,194,61,3.69,28,230,Poor,2019,11
2019-12-01,Agra,North,102,225,63,5.27,34,264,Poor,2019,12
2019-12-01,Agra,North,136,255,71,5.01,28,291,Poor,2019,12
2019-12-02,Agra,North,128,222,62,5.33,37,282,Poor,2019,12
2019-12-03,Agra,North,106,225,57,4.83,29,271,Poor,2019,12
2019-12-03,Agra,North,106,193,52,4.12,21,239,Poor,2019,12
2019-12-04,Agra,North,122,218,63,4.82,36,254,Poor,2019,12
2019-12-05,Agra,North,115,241,72,4.4,34,258,Poor,2019,12
2019-12-06,Agra,North,108,233,65,4.85,34,270,Poor,2019,12
2019-12-08,Agra,North,108,220,62,4.69,30,263,Poor,2019,12
2019-12-08,Agra,North,117,246,55,5.32,35,271,Poor,2019,12
2019-12-11,Agra,North,122,209,55,4.56,27,269,Poor,2019,12
2019-12-11,Agra,North,106,225,69,5.5,31,267,Poor,2019,12
2019-12-12,Agra,North,119,208,55,4.51,29,245,Poor,2019,12
2019-12-12,Agra,North,107,202,57,4.73,22,250,Poor,2019,12
2019-12-13,Agra,North,112,212,59,3.9,25,240,Poor,2019,12
2019-12-14,Agra,North,112,239,67,5.2,29,277,Poor,2019,12
2019-12-15,Agra,North,120,244,68,5.04,37,286,Poor,2019,12
2019-12-15,Agra,North,135,225,66,4.6,31,271,Poor,2019,12
2019-12-16,Agra,North,116,250,63,5.0,29,266,Poor,2019,12
2019-12-17,Agra,North,120,245,67,5.13,25,269,Poor,2019,12
2019-12-20,Agra,North,118,205,56,5.33,27,256,Poor,2019,12
2019-12-20,Agra,North,112,209,63,4.3,24,252,Poor,2019,12
2019-12-22,Agra,North,101,226,59,4.46,29,238,Poor,2019,12
2019-12-23,Agra,North,152,234,74,5.43,38,306,Very Poor,2019,12
2019-12-25,Agra,North,97,217,48,4.92,32,244,Poor,2019,12
2019-12-25,Agra,North,120,248,60,5.09,30,267,Poor,2019,12
2019-12-26,Agra,North,115,233,57,5.35,32,275,Poor,2019,12
2019-12-26,Agra,North,116,266,81,4.69,31,271,Poor,2019,12
2019-12-27,Agra,North,108,198,52,4.06,22,233,Poor,2019,12
2019-12-27,Agra,North,125,232,62,4.64,35,259,Poor,2019,12
2020-01-02,Agra,North,109,208,63,4.79,27,253,Poor,2020,1
2020-01-03,Agra,North,120,217,63,4.54,34,257,Poor,2020,1
2020-01-03,Agra,North,124,217,66,4.76,27,248,Poor,2020,1
2020-01-04,Agra,North,93,211,58,3.85,28,230,Poor,2020,1
2020-01-06,Agra,North,110,182,60,4.07,28,240,Poor,2020,1
2020-01-07,Agra,North,109,210,56,4.72,26,249,Poor,2020,1
2020-01-08,Agra,North,110,204,70,4.45,24,242,Poor,2020,1
2020-01-08,Agra,North,89,193,53,3.89,31,219,Poor,2020,1
2020-01-09,Agra,North,99,194,50,3.97,26,218,Poor,2020,1
2020-01-09,Agra,North,117,176,50,3.91,21,223,Poor,2020,1
2020-01-09,Agra,North,121,241,62,4.74,35,255,Poor,2020,1
2020-01-10,Agra,North,114,234,59,4.58,34,237,Poor,2020,1
2020-01-12,Agra,North,113,217,60,4.29,28,248,Poor,2020,1
2020-01-13,Agra,North,118,224,59,4.63,28,259,Poor,2020,1
2020-01-14,Agra,North,106,242,61,4.76,27,268,Poor,2020,1
2020-01-16,Agra,North,123,212,57,4.42,30,243,Poor,2020,1
2020-01-24,Agra,North,111,236,69,4.08,31,261,Poor,2020,1
2020-01-24,Agra,North,113,189,68,4.06,27,235,Poor,2020,1
2020-01-24,Agra,North,100,187,51,4.43,31,230,Poor,2020,1
2020-01-25,Agra,North,108,193,54,4.12,23,234,Poor,2020,1
2020-01-25,Agra,North,97,215,54,4.38,29,232,Poor,2020,1
2020-01-26,Agra,North,88,181,52,3.67,27,209,Poor,2020,1
2020-02-05,Agra,North,106,204,54,4.06,21,215,Poor,2020,2
2020-02-05,Agra,North,78,183,55,3.23,26,209,Poor,2020,2
2020-02-07,Agra,North,109,206,63,4.5,23,246,Poor,2020,2
2020-02-07,Agra,North,94,182,49,3.92,22,207,Poor,2020,2
2020-02-07,Agra,North,73,189,51,4.1,22,202,Poor,2020,2
2020-02-08,Agra,North,98,181,48,3.5,26,215,Poor,2020,2
2020-02-09,Agra,North,129,213,61,4.91,34,258,Poor,2020,2
2020-02-11,Agra,North,106,208,55,4.23,28,239,Poor,2020,2
2020-02-12,Agra,North,103,158,44,3.47,27,214,Poor,2020,2
2020-02-13,Agra,North,108,203,59,4.4,28,233,Poor,2020,2
2020-02-14,Agra,North,108,210,59,4.54,30,243,Poor,2020,2
2020-02-16,Agra,North,103,193,56,4.14,22,227,Poor,2020,2
2020-02-17,Agra,North,116,195,49,4.26,32,239,Poor,2020,2
2020-02-19,Agra,North,110,234,63,3.69,30,233,Poor,2020,2
2020-02-19,Agra,North,96,204,52,4.1,24,222,Poor,2020,2
2020-02-20,Agra,North,95,185,55,3.91,28,218,Poor,2020,2
2020-02-22,Agra,North,110,185,42,3.11,23,213,Poor,2020,2
2020-02-23,Agra,North,104,206,54,4.21,31,231,Poor,2020,2
2020-02-23,Agra,North,101,160,38,4.2,26,207,Poor,2020,2
2020-02-24,Agra,North,126,214,70,4.6,28,258,Poor,2020,2
2020-02-26,Agra,North,91,191,54,3.94,23,219,Poor,2020,2
2020-03-01,Agra,North,96,199,58,4.51,26,227,Poor,2020,3
2020-03-01,Agra,North,83,154,41,3.49,20,197,Moderate,2020,3
2020-03-02,Agra,North,93,185,46,3.99,27,219,Poor,2020,3
2020-03-02,Agra,North,92,179,50,3.26,26,200,Moderate,2020,3
2020-03-03,Agra,North,91,172,45,4.12,24,199,Moderate,2020,3
2020-03-05,Agra,North,100,199,57,3.9,34,211,Poor,2020,3
2020-03-05,Agra,North,84,163,50,3.15,19,183,Moderate,2020,3
2020-03-07,Agra,North,112,189,55,4.13,31,224,Poor,2020,3
2020-03-10,Agra,North,71,153,41,2.62,29,174,Moderate,2020,3
2020-03-12,Agra,North,72,177,42,3.15,19,187,Moderate,2020,3
2020-03-14,Agra,North,95,163,55,4.12,24,205,Poor,2020,3
2020-03-16,Agra,North,92,167,37,4.02,25,210,Poor,2020,3
2020-03-16,Agra,North,86,189,50,3.66,19,199,Moderate,2020,3
2020-03-17,Agra,North,75,162,37,3.48,20,189,Moderate,2020,3
2020-03-20,Agra,North,101,179,50,4.16,22,206,Poor,2020,3
2020-03-20,Agra,North,109,186,56,3.87,28,216,Poor,2020,3
2020-03-20,Agra,North,108,187,40,3.81,31,209,Poor,2020,3
2020-03-21,Agra,North,100,169,57,3.68,18,206,Poor,2020,3
2020-03-22,Agra,North,77,183,55,3.55,24,201,Poor,2020,3
2020-03-22,Agra,North,90,183,50,3.21,28,195,Moderate,2020,3
2020-03-23,Agra,North,87,171,50,3.86,21,207,Poor,2020,3
2020-03-23,Agra,North,80,160,43,3.0,29,183,Moderate,2020,3
2020-03-25,Agra,North,87,205,52,3.59,21,203,Poor,2020,3
2020-03-25,Agra,North,82,150,54,3.39,19,178,Moderate,2020,3
2020-03-27,Agra,North,104,176,50,3.99,28,212,Poor,2020,3
2020-04-01,Agra,North,87,160,45,3.19,24,188,Moderate,2020,4
2020-04-03,Agra,North,71,162,46,2.85,20,173,Moderate,2020,4
2020-04-04,Agra,North,89,184,49,3.49,22,196,Moderate,2020,4
2020-04-06,Agra,North,81,142,43,3.13,17,174,Moderate,2020,4
2020-04-06,Agra,North,79,157,44,3.39,27,179,Moderate,2020,4
2020-04-07,Agra,North,76,150,49,3.22,19,171,Moderate,2020,4
2020-04-08,Agra,North,89,156,30,2.93,26,167,Moderate,2020,4
2020-04-10,Agra,North,88,173,40,3.47,19,188,Moderate,2020,4
2020-04-11,Agra,North,94,171,48,3.15,24,175,Moderate,2020,4
2020-04-12,Agra,North,67,145,47,3.17,18,176,Moderate,2020,4
2020-04-14,Agra,North,80,147,41,3.42,23,181,Moderate,2020,4
2020-04-14,Agra,North,98,164,39,3.49,21,195,Moderate,2020,4
2020-04-15,Agra,North,65,143,35,2.66,15,152,Moderate,2020,4
2020-04-15,Agra,North,71,167,42,3.32,28,186,Moderate,2020,4
2020-04-17,Agra,North,75,162,37,3.28,23,176,Moderate,2020,4
2020-04-17,Agra,North,102,153,34,3.55,23,185,Moderate,2020,4
2020-04-18,Agra,North,85,151,42,2.94,20,187,Moderate,2020,4
2020-04-18,Agra,North,67,143,41,3.53,24,179,Moderate,2020,4
2020-04-19,Agra,North,87,150,36,3.2,13,176,Moderate,2020,4
2020-04-20,Agra,North,68,172,38,3.09,24,173,Moderate,2020,4
2020-04-20,Agra,North,93,150,36,3.23,20,166,Moderate,2020,4
2020-04-21,Agra,North,89,167,37,3.38,25,187,Moderate,2020,4
2020-04-21,Agra,North,96,163,43,3.57,21,176,Moderate,2020,4
2020-04-22,Agra,North,94,155,51,3.59,19,188,Moderate,2020,4
2020-04-22,Agra,North,80,159,47,3.43,23,179,Moderate,2020,4
2020-04-22,Agra,North,67,118,33,2.09,18,158,Moderate,2020,4
2020-04-23,Agra,North,94,132,41,3.43,16,177,Moderate,2020,4
2020-04-25,Agra,North,92,157,42,3.98,18,180,Moderate,2020,4
2020-04-27,Agra,North,78,142,35,2.9,16,170,Moderate,2020,4
2020-05-01,Agra,North,59,138,36,3.21,23,153,Moderate,2020,5
2020-05-02,Agra,North,70,141,40,3.44,22,167,Moderate,2020,5
2020-05-02,Agra,North,68,129,34,2.56,11,140,Moderate,2020,5
2020-05-05,Agra,North,81,168,43,3.24,20,162,Moderate,2020,5
2020-05-05,Agra,North,78,146,40,2.95,20,165,Moderate,2020,5
2020-05-05,Agra,North,76,148,41,3.32,18,181,Moderate,2020,5
2020-05-06,Agra,North,65,127,23,2.51,19,140,Moderate,2020,5
2020-05-10,Agra,North,69,149,39,2.85,19,164,Moderate,2020,5
2020-05-13,Agra,North,70,138,27,3.33,18,162,Moderate,2020,5
2020-05-15,Agra,North,64,128,38,3.33,14,151,Moderate,2020,5
2020-05-19,Agra,North,62,125,40,3.2,19,163,Moderate,2020,5
2020-05-20,Agra,North,78,143,46,3.0,23,175,Moderate,2020,5
2020-05-20,Agra,North,74,142,41,2.23,19,148,Moderate,2020,5
2020-05-20,Agra,North,52,123,33,2.26,11,133,Moderate,2020,5
2020-05-20,Agra,North,73,145,34,2.36,17,155,Moderate,2020,5
2020-05-21,Agra,North,85,130,33,2.96,19,166,Moderate,2020,5
2020-05-21,Agra,North,79,140,38,2.75,22,153,Moderate,2020,5
2020-05-22,Agra,North,71,159,36,2.61,5,157,Moderate,2020,5
2020-05-22,Agra,North,69,132,33,2.56,16,139,Moderate,2020,5
2020-05-26,Agra,North,80,145,29,2.56,22,160,Moderate,2020,5
2020-05-27,Agra,North,74,151,40,3.05,19,165,Moderate,2020,5
2020-06-01,Agra,North,66,103,26,2.39,20,127,Moderate,2020,6
2020-06-01,Agra,North,56,109,36,2.54,23,121,Moderate,2020,6
2020-06-02,Agra,North,73,148,44,2.72,21,159,Moderate,2020,6
2020-06-03,Agra,North,71,96,30,2.14,20,143,Moderate,2020,6
2020-06-04,Agra,North,58,106,34,2.82,15,142,Moderate,2020,6
2020-06-04,Agra,North,54,120,22,2.42,17,118,Moderate,2020,6
2020-06-04,Agra,North,55,111,34,2.7,12,127,Moderate,2020,6
2020-06-05,Agra,North,75,121,29,2.54,17,141,Moderate,2020,6
2020-06-07,Agra,North,69,138,28,2.34,19,156,Moderate,2020,6
2020-06-07,Agra,North,63,100,41,2.39,12,146,Moderate,2020,6
2020-06-10,Agra,North,85,140,42,2.64,24,161,Moderate,2020,6
2020-06-11,Agra,North,63,139,29,2.77,9,147,Moderate,2020,6
2020-06-15,Agra,North,70,133,36,2.54,12,144,Moderate,2020,6
2020-06-15,Agra,North,54,140,31,2.31,17,132,Moderate,2020,6
2020-06-16,Agra,North,76,139,40,2.66,14,151,Moderate,2020,6
2020-06-16,Agra,North,62,139,45,2.66,16,158,Moderate,2020,6
2020-06-16,Agra,North,58,114,28,2.01,11,137,Moderate,2020,6
2020-06-16,Agra,North,67,135,38,2.77,21,153,Moderate,2020,6
2020-06-16,Agra,North,57,120,31,2.34,22,146,Moderate,2020,6
2020-06-16,Agra,North,94,127,40,2.97,24,183,Moderate,2020,6
2020-06-17,Agra,North,51,113,25,2.52,12,130,Moderate,2020,6
2020-06-17,Agra,North,32,114,30,2.11,16,118,Moderate,2020,6
2020-06-18,Agra,North,41,97,20,2.12,20,116,Moderate,2020,6
2020-06-18,Agra,North,64,129,30,1.88,12,133,Moderate,2020,6
2020-06-20,Agra,North,59,139,18,2.05,16,142,Moderate,2020,6
2020-06-21,Agra,North,67,113,30,2.5,25,142,Moderate,2020,6
2020-06-22,Agra,North,71,117,26,2.62,17,140,Moderate,2020,6
2020-06-23,Agra,North,65,117,39,3.16,16,153,Moderate,2020,6
2020-06-26,Agra,North,49,128,27,2.46,9,125,Moderate,2020,6
2020-06-26,Agra,North,64,110,36,1.95,16,135,Moderate,2020,6
2020-07-02,Agra,North,47,105,19,1.93,8,110,Moderate,2020,7
2020-07-04,Agra,North,51,97,24,2.51,15,129,Moderate,2020,7
2020-07-04,Agra,North,73,143,31,2.85,13,158,Moderate,2020,7
2020-07-05,Agra,North,64,118,30,2.3,18,130,Moderate,2020,7
2020-07-06,Agra,North,45,101,30,2.43,13,127,Moderate,2020,7
2020-07-07,Agra,North,59,108,22,2.36,17,126,Moderate,2020,7
2020-07-07,Agra,North,44,94,20,1.77,13,106,Moderate,2020,7
2020-07-08,Agra,North,58,102,28,2.71,14,120,Moderate,2020,7
2020-07-08,Agra,North,69,127,37,2.43,19,144,Moderate,2020,7
2020-07-10,Agra,North,67,93,24,2.05,15,116,Moderate,2020,7
2020-07-11,Agra,North,51,108,19,1.7,5,117,Moderate,2020,7
2020-07-11,Agra,North,61,92,24,2.15,17,134,Moderate,2020,7
2020-07-12,Agra,North,59,98,18,1.45,19,114,Moderate,2020,7
2020-07-12,Agra,North,64,103,31,2.34,9,126,Moderate,2020,7
2020-07-14,Agra,North,41,86,30,1.84,14,121,Moderate,2020,7
2020-07-16,Agra,North,59,82,30,1.94,5,103,Moderate,2020,7
2020-07-17,Agra,North,61,116,28,2.42,14,125,Moderate,2020,7
2020-07-21,Agra,North,69,92,39,2.92,17,140,Moderate,2020,7
2020-07-23,Agra,North,63,99,31,2.44,15,127,Moderate,2020,7
2020-07-24,Agra,North,59,83,22,1.79,8,107,Moderate,2020,7
2020-07-25,Agra,North,62,106,33,1.65,16,104,Moderate,2020,7
2020-07-25,Agra,North,71,106,36,2.69,16,135,Moderate,2020,7
2020-07-26,Agra,North,45,112,26,2.04,11,119,Moderate,2020,7
2020-08-01,Agra,North,63,132,30,3.02,19,148,Moderate,2020,8
2020-08-01,Agra,North,68,120,36,1.55,13,118,Moderate,2020,8
2020-08-02,Agra,North,57,107,32,2.48,15,127,Moderate,2020,8
2020-08-02,Agra,North,54,116,19,2.03,17,120,Moderate,2020,8
2020-08-03,Agra,North,67,110,33,2.05,11,127,Moderate,2020,8
2020-08-05,Agra,North,59,138,41,2.72,18,161,Moderate,2020,8
2020-08-06,Agra,North,46,108,32,2.0,11,119,Moderate,2020,8
2020-08-06,Agra,North,55,118,30,2.31,18,134,Moderate,2020,8
2020-08-08,Agra,North,69,138,40,2.84,15,150,Moderate,2020,8
2020-08-09,Agra,North,69,115,32,2.41,18,139,Moderate,2020,8
2020-08-11,Agra,North,71,122,32,2.45,18,138,Moderate,2020,8
2020-08-12,Agra,North,66,113,33,2.57,13,142,Moderate,2020,8
2020-08-12,Agra,North,78,162,44,2.84,16,167,Moderate,2020,8
2020-08-14,Agra,North,70,109,36,2.28,12,117,Moderate,2020,8
2020-08-15,Agra,North,65,100,33,1.65,15,119,Moderate,2020,8
2020-08-16,Agra,North,40,109,28,2.01,9,111,Moderate,2020,8
2020-08-16,Agra,North,62,109,35,2.25,12,114,Moderate,2020,8
2020-08-17,Agra,North,73,136,41,2.93,21,154,Moderate,2020,8
2020-08-17,Agra,North,54,111,32,2.17,10,121,Moderate,2020,8
2020-08-18,Agra,North,70,106,20,1.85,10,125,Moderate,2020,8
2020-08-18,Agra,North,58,129,55,1.87,22,134,Moderate,2020,8
2020-08-18,Agra,North,58,125,34,3.22,18,151,Moderate,2020,8
2020-08-18,Agra,North,59,132,38,2.65,25,156,Moderate,2020,8
2020-08-19,Agra,North,73,133,33,2.67,25,150,Moderate,2020,8
2020-08-19,Agra,North,71,151,42,2.62,15,145,Moderate,2020,8
2020-08-21,Agra,North,61,91,28,1.74,16,111,Moderate,2020,8
2020-08-21,Agra,North,64,133,36,2.8,12,135,Moderate,2020,8
2020-08-22,Agra,North,92,121,28,2.43,18,148,Moderate,2020,8
2020-08-25,Agra,North,39,88,23,1.77,13,111,Moderate,2020,8
